Date,stock_mkt,RF,trend,trend_gate,exposure,strategy_return,trend_only_return,buy_hold_return
1974-08-02,-0.0022,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0022
1974-08-05,0.009,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.009
1974-08-06,0.0158,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.0158
1974-08-07,0.025,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.025
1974-08-08,-0.0118,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0118
1974-08-09,-0.0063,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0063
1974-08-12,-0.0113999999999999,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0113999999999999
1974-08-13,-0.0163,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0163
1974-08-14,-0.0216,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0216
1974-08-15,-0.0055,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0055
1974-08-16,-0.0081999999999999,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0081999999999999
1974-08-19,-0.0141,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0141
1974-08-20,0.0042,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.0042
1974-08-21,-0.0175,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0175
1974-08-22,-0.0108,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0108
